path,original_split,class,label,sha1,ahash,dedup_group,clean_split
data/processed/train/ok/000000_cast_ok_0_7776.jpeg,train,ok,0,ea364b4b23361dd602c9e1c9b65548531f50e468,18446677016435984263,1825,train
data/processed/train/ok/000001_cast_ok_0_3489.jpeg,train,ok,0,09ef97b38e0261fc49cd088f296ed9f2ab8fb09d,18419448710485491711,1825,train
data/processed/train/ok/000002_cast_ok_0_1462.jpeg,train,ok,0,fd363409f59787e3213522e3930ce3991e8d353d,18445832306928187643,1825,train
data/processed/train/ok/000003_cast_ok_0_60.jpeg,train,ok,0,200672a7af820e74aaf184a1e5382cce6da16f80,13898320384216268799,1825,train
data/processed/train/ok/000004_cast_ok_0_5579.jpeg,train,ok,0,30b7acc4b1e4f98fd15eadab77cd44400b3c8d0d,18442173969798004735,1825,train
data/processed/train/ok/000005_cast_ok_0_2440.jpeg,train,ok,0,14e2e3c985b17b65df224683f03875fb6466afb1,1340045968015359,1825,train
data/processed/train/ok/000006_cast_ok_0_4735.jpeg,train,ok,0,42a1a37e43e2fca5b08a8e4b8e0971eaa2647e87,18446677844269721599,1825,train
data/processed/train/ok/000007_cast_ok_0_6704.jpeg,train,ok,0,957fc4da2fb70789287de7f24eeb4f6a6b557f28,18446041214137465343,1825,train
data/processed/train/ok/000008_cast_ok_0_3508.jpeg,train,ok,0,3c4155173806e13214986e5fca283090ca3f86ba,218146696535212031,1825,train
data/processed/train/ok/000009_cast_ok_0_6666.jpeg,train,ok,0,ce8ff369cc8da1d3c1ef876696f8be3fbf2e3244,1340045968015359,0,train
data/processed/train/ok/000010_cast_ok_0_9632.jpeg,train,ok,0,b363c0e10c6aaf3777267da869614b8c84dfa80e,17361623681985937407,1825,train
data/processed/train/ok/000011_cast_ok_0_7695.jpeg,train,ok,0,660526732c2e765baceec4597a919e02ed5396d3,513136870172131327,1825,train
data/processed/train/ok/000012_cast_ok_0_5979.jpeg,train,ok,0,3a6b699f470ae52c80a875f95eebba5f5dd8c2bc,18446681966398138311,1825,train
data/processed/train/ok/000013_cast_ok_0_3216.jpeg,train,ok,0,64927cb70cd4595975e752036c942a53ca2d0ec1,18439359486318866431,1825,train
data/processed/train/ok/000014_cast_ok_0_4495.jpeg,train,ok,0,7f7a256150707622ff34525255ea297a97b0909b,9221053999044886527,1825,train
data/processed/train/ok/000015_cast_ok_0_5768.jpeg,train,ok,0,f0d717683759140a82a5c3d1365fcf8e1c4781b5,18446713028671144387,1825,train
data/processed/train/ok/000016_cast_ok_0_2262.jpeg,train,ok,0,1fb9fe17200d088e78b46a4bcb3fa3874aa3a89d,13961687438348255231,1825,train
data/processed/train/ok/000017_cast_ok_0_7463.jpeg,train,ok,0,3b577ebe7d15e2127f83b6c6f1b78ae7fe5514f2,18446677844303276031,1825,train
data/processed/train/ok/000018_cast_ok_0_4972.jpeg,train,ok,0,474d3fc0ebd4f910fbb994e9b7859c4489c29b8d,18446716590231068423,1825,train
data/processed/train/ok/000019_cast_ok_0_2269.jpeg,train,ok,0,be49ed17e9aade71d524006dbd8cf6a845438cce,17941462134043115260,1825,train
data/processed/train/ok/000020_cast_ok_0_2132.jpeg,train,ok,0,ff72d57e18556f63aa179976653da388be65eb3c,18446709717205055999,1825,train
data/processed/train/ok/000021_cast_ok_0_6764.jpeg,train,ok,0,341700f44eaab10b54b98c76abfcbba54c9aee2a,16411541186323939327,1825,train
data/processed/train/ok/000022_cast_ok_0_5894.jpeg,train,ok,0,ac067f97c40568a5635c472a86668f7f56ea4727,18446111582879545855,1825,train
data/processed/train/ok/000023_cast_ok_0_4368.jpeg,train,ok,0,45f7c9e0c822158474f38d6127daf3695e7c90f2,18446679754441554160,1825,train
data/processed/train/ok/000024_cast_ok_0_8044.jpeg,train,ok,0,8ec67e91d783abe54828fd0a828efe1777a24368,18446713028671144387,1,test
data/processed/train/ok/000025_cast_ok_0_9110.jpeg,train,ok,0,5c9936c7951a21b343288979c5d0d2190cec1c59,18157604129798028536,1825,train
data/processed/train/ok/000026_cast_ok_0_2902.jpeg,train,ok,0,fa52981014e68799e223339d03b5d3de2e35c822,18439926842858193379,1825,train
data/processed/train/ok/000027_cast_ok_0_3677.jpeg,train,ok,0,8e90252032c7b4a18948f7f682f72f61cb3defd9,18419442104834187263,1825,train
data/processed/train/ok/000028_cast_ok_0_4213.jpeg,train,ok,0,465613bec05291ae867f15afba8b8e5577cb3be6,13898355568588357631,1825,train
data/processed/train/ok/000029_cast_ok_0_2623.jpeg,train,ok,0,c6bfc4198170acfd041626b6dc4db3b9e36cac19,10312969372603777023,1825,train
data/processed/train/ok/000030_cast_ok_0_6095.jpeg,train,ok,0,cc4da117cd8fbe3896866dc8520168214db80392,18442176430765830647,1825,train
data/processed/train/ok/000031_cast_ok_0_6080.jpeg,train,ok,0,8b78ba7eb10b3b9191ef976fb6daa388ce846e1b,18446717423488009991,1825,train
data/processed/train/ok/000032_cast_ok_0_1158.jpeg,train,ok,0,8b969e82fef3e834396f9f03c8af661d5e2dccd2,17363875481832849150,1825,train
data/processed/train/ok/000033_cast_ok_0_855.jpeg,train,ok,0,360de1ba62e1d968f930df374c1e6159558e00cd,16210953985815936767,1825,train
data/processed/train/ok/000034_cast_ok_0_695.jpeg,train,ok,0,16bc47d2134c0e7dcab530874420538f7c4fcbe6,14087685986218147839,1825,train
data/processed/train/ok/000035_cast_ok_0_1727.jpeg,train,ok,0,e98a24fd630ab89ccddb47b381be0a70ca5b44c6,18446677835713347583,1825,train
data/processed/train/ok/000036_cast_ok_0_4183.jpeg,train,ok,0,d468d29c8d146f59af7b34ef23dce4a15453a642,18446465910203424767,1825,train
